id,date_in,date_out,name,type,breed,color,age_out,outcome_type,intake_type,intake_condition,sex_upon_intake,age_in,outcome_subtype,sex_upon_outcome
A713765,2015-10-12,2015-12-10,Anaya,Dog,Pit Bull Mix,Gray,Young,Adopted,Owner Surrender,Normal,Intact Female,1 year,NA,Spayed Female
A804387,2019-09-14,2019-09-14,N/A,Cat,Domestic Shorthair,Mixed,Baby,Transferred,Stray,Nursing,Unknown,3 weeks,Partner,Unknown
A610220,2019-09-17,2019-09-19,Stewie,Dog,Chihuahua Shorthair Mix,Cream,Baby,Transferred,Owner Surrender,Normal,Neutered Male,10 years,Partner,Neutered Male
A761938,2017-11-12,2017-12-17,Lily,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,3 weeks,NA,Spayed Female
A654191,2014-05-07,2014-05-12,Zorro,Dog,American Bulldog Mix,White,Senior,Returned to Owner,Stray,Normal,Neutered Male,9 years,NA,Neutered Male
A732812,2016-08-13,2016-08-13,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Public Assist,Sick,Intact Female,2 months,Partner,Intact Female
A703687,2015-05-27,2015-06-25,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A702222,2015-05-11,2015-05-15,Sweetcheeks,Dog,Pit Bull,White,Baby,Transferred,Stray,Normal,Intact Male,5 months,Partner,Intact Male
A726053,2016-05-05,2016-05-06,Jake,Dog,Pug,Mixed,Young,Returned to Owner,Public Assist,Normal,Neutered Male,2 years,NA,Neutered Male
A795840,2019-10-28,NA,Cacao,Dog,Catahoula Mix,White,N/A,In Shelter,Public Assist,Normal,Intact Female,1 year,NA,NA
A787903,2019-01-22,2019-01-23,Namine,Dog,Siberian Husky Mix,Black,Baby,Transferred,Owner Surrender,Normal,Intact Female,1 weeks,Partner,Intact Female
A743140,2017-02-04,2017-02-23,Bruno,Dog,Pit Bull Mix,Gray,Young,Returned to Owner,Owner Surrender,Normal,Neutered Male,2 years,NA,Neutered Male
A804900,2019-09-20,2019-09-20,N/A,Cat,Domestic Shorthair,Mixed,Baby,Transferred,Owner Surrender,Sick,Unknown,3 weeks,Partner,Unknown
A733965,2016-08-30,2016-08-31,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,3 months,SCRP,Spayed Female
A753999,2017-07-14,2017-08-22,Chabo,Dog,Labrador Retriever Mix,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,Foster,Neutered Male
A684964,2014-07-31,2014-08-06,Rory,Cat,Domestic Shorthair,Gray,Baby,Transferred,Stray,Injured,Intact Male,4 weeks,Partner,Intact Male
A683262,2014-07-09,2014-07-18,X,Dog,Labrador Retriever Mix,Cream,Young,Transferred,Public Assist,Normal,Neutered Male,1 year,Partner,Neutered Male
A711487,2015-09-07,2015-09-10,N/A,Dog,Plott Hound Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A737840,2016-11-05,2016-11-05,N/A,Cat,Domestic Shorthair Mix,Orange,Young,Deceased,Stray,Injured,Unknown,2 years,Suffering,Unknown
A655075,2017-02-07,2017-02-11,Shaggy,Cat,Domestic Longhair Mix,Cream,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,6 years,NA,Neutered Male
A712385,2015-09-22,2015-10-01,Pegasus,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A805205,2019-09-24,2019-10-17,Marvin,Dog,Anatol Shepherd/Labrador Retriever,White,Adult,Adopted,Stray,Injured,Intact Male,3 years,NA,Neutered Male
A735245,2016-09-21,2016-11-27,Maggie,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A763636,2017-12-15,2017-12-22,Sierra,Cat,Domestic Shorthair Mix,Mixed,Baby,Returned to Owner,Public Assist,Normal,Intact Female,6 months,NA,Spayed Female
A686315,2014-08-20,2014-09-27,Cupid,Dog,Labrador Retriever/Pit Bull,White,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A706210,2015-06-26,2015-07-14,Quinn,Dog,Australian Cattle Dog/Pit Bull,Red,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Intact Female
A679954,2015-02-18,2015-03-09,Ruby,Dog,Boxer Mix,Cream,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A736370,2016-10-09,2016-10-09,Buddy,Dog,Dachshund Mix,Cream,Adult,Deceased,Owner Surrender,Injured,Intact Male,3 years,Suffering,Intact Male
A799928,2019-07-14,2019-07-19,N/A,Other,Bat,Black,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A699563,2015-04-01,2015-04-07,Ash,Dog,Pit Bull Mix,Brown,Adult,Returned to Owner,Public Assist,Normal,Spayed Female,6 years,NA,Spayed Female
A720424,2016-02-09,2016-02-10,Mr.Kitty,Dog,Cocker Spaniel/Miniature Poodle,Cream,Adult,Adopted,Owner Surrender,Normal,Neutered Male,5 years,NA,Neutered Male
A787328,2019-01-11,2019-02-02,Chocolate,Other,Rabbit,Brown,Young,Adopted,Owner Surrender,Normal,Intact Male,1 year,NA,Neutered Male
A693710,2014-12-13,2014-12-21,Roscoe,Dog,Catahoula Mix,Cream,Baby,Adopted,Owner Surrender,Normal,Intact Male,9 months,NA,Neutered Male
A804412,2019-09-14,2019-09-27,Pancake,Dog,Australian Kelpie Mix,Red,Baby,Adopted,Stray,Normal,Intact Female,9 months,NA,Spayed Female
A737893,2016-11-06,2016-11-11,N/A,Dog,Dachshund Mix,Gray,Adult,Transferred,Stray,Normal,Intact Male,6 years,Partner,Neutered Male
A712378,2015-09-22,2015-09-27,Roz,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A746706,2017-04-07,2017-04-13,Lovelace,Dog,Labrador Retriever Mix,Cream,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A705843,2015-06-22,2015-06-25,N/A,Dog,Whippet Mix,White,Baby,Deceased,Stray,Sick,Intact Female,3 months,Suffering,Intact Female
A664292,2013-10-01,2013-10-02,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,9 months,SCRP,Intact Female
A698021,2015-03-17,2015-03-20,Sophie,Dog,Chihuahua Shorthair Mix,Cream,Baby,Adopted,Owner Surrender,Normal,Spayed Female,5 months,NA,Spayed Female
A736251,2016-10-07,2016-10-10,Coco,Dog,Chihuahua Shorthair Mix,White,Baby,Returned to Owner,Stray,Normal,Intact Male,8 months,NA,Intact Male
A685642,2014-08-10,2014-08-27,Tugg,Dog,American Staffordshire Terrier Mix,Black,Young,Transferred,Stray,Normal,Intact Male,2 years,Partner,Neutered Male
A687634,2014-09-08,2014-09-09,N/A,Other,Bat,Brown,Young,Deceased,Public Assist,Normal,Unknown,1 year,Rabies Risk,Unknown
A696416,2015-02-04,2015-02-08,N/A,Dog,Black Mouth Cur Mix,Mixed,Baby,Adopted,Stray,Normal,Spayed Female,9 months,NA,Spayed Female
A779401,2018-08-31,2018-09-04,N/A,Dog,Chihuahua Shorthair/Dachshund,White,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A702317,2015-05-12,2015-05-12,N/A,Cat,Siamese Mix,Mixed,Baby,Deceased,Stray,Normal,Unknown,1 month,Suffering,Unknown
A808622,2019-11-11,2019-11-19,Goya,Dog,Chihuahua Shorthair/Rat Terrier,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A695600,2015-02-07,2015-02-08,Sunshine,Dog,Pit Bull Mix,Brown,Baby,Transferred,Euthanasia Request,Normal,Spayed Female,10 months,Partner,Spayed Female
A732270,2016-08-05,2016-08-05,N/A,Other,Opossum,Gray,Young,Deceased,Wildlife,Injured,Unknown,2 years,Suffering,Unknown
A808814,2019-11-14,2019-11-14,N/A,Dog,Cairn Terrier Mix,Black,Baby,Transferred,Stray,Nursing,Unknown,0 years,Partner,Unknown
A672531,2014-02-12,2014-02-19,London,Cat,Domestic Medium Hair Mix,Orange,Young,Transferred,Owner Surrender,Normal,Spayed Female,1 year,Partner,Spayed Female
A680450,2014-06-03,2014-06-03,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Nursing,Intact Male,3 days,Partner,Intact Male
A782343,2019-01-20,2019-01-13,Bullet,Dog,Australian Cattle Dog,Mixed,Adult,Adopted,Owner Surrender,Normal,Neutered Male,4 years,NA,Neutered Male
A670111,2014-01-02,2014-02-08,Marissa,Dog,German Shepherd Mix,Black,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A784766,2019-06-30,2019-07-01,Prince Louie,Dog,Chihuahua Shorthair Mix,Black,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A755740,2017-08-08,2017-08-09,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A706925,2015-07-05,2015-07-11,Sophia,Cat,Domestic Shorthair,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A701196,2015-04-25,2015-06-07,Pearl,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,3 weeks,NA,Spayed Female
A720748,2016-02-14,2016-03-09,Rooster  D2,Other,Chicken Mix,White,Young,Deceased,Public Assist,Normal,Intact Male,1 year,NA,Intact Male
A685640,2014-08-15,2014-08-16,Garfield,Cat,Domestic Shorthair Mix,Orange,Adult,Returned to Owner,Owner Surrender,Normal,Neutered Male,4 years,NA,Neutered Male
A724598,2016-04-19,2016-04-19,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Deceased,Stray,Sick,Unknown,3 days,Suffering,Unknown
A779121,2018-08-26,2018-10-08,Tiny,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Stray,Normal,Spayed Female,11 years,NA,Spayed Female
A788293,2019-01-30,2019-01-30,Kovu,Dog,Shih Tzu Mix,Mixed,Young,Adopted,Stray,Injured,Intact Male,2 years,NA,Intact Male
A740322,2016-12-15,2016-12-19,N/A,Dog,Pug Mix,Brown,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A700295,2015-09-11,2015-09-18,Robin,Dog,Labrador Retriever/Anatol Shepherd,White,Baby,Adopted,Owner Surrender,Normal,Spayed Female,9 months,NA,Spayed Female
A733669,2016-08-25,2016-11-08,Laura,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A734011,2016-08-31,2016-09-01,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Transferred,Stray,Injured,Neutered Male,10 years,Partner,Neutered Male
A761200,2017-10-31,2017-10-31,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Deceased,Stray,Injured,Intact Male,3 months,Suffering,Intact Male
A706617,2015-06-30,2015-07-23,N/A,Other,Pigeon,Cream,Young,Adopted,Public Assist,Normal,Unknown,2 years,NA,Unknown
A728610,2016-06-06,2016-06-06,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A800048,2019-08-20,2019-08-24,Wally,Cat,Domestic Shorthair,Gray,Young,Transferred,Stray,Normal,Neutered Male,1 year,Snr,Neutered Male
A736536,2016-10-12,2016-10-19,N/A,Cat,Domestic Shorthair Mix,Gray,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Intact Female
A693280,2014-12-05,2014-12-06,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Neutered Male,2 years,SCRP,Neutered Male
A673081,2014-03-23,2014-03-29,Bently,Dog,Yorkshire Terrier Mix,Cream,Adult,Adopted,Owner Surrender,Normal,Neutered Male,5 years,NA,Neutered Male
A802872,2019-08-24,2019-08-29,Bandit,Dog,Labrador Retriever Mix,Brown,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A774057,2018-06-09,2018-06-17,N/A,Cat,Domestic Shorthair Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A692444,2014-11-20,2014-11-21,N/A,Cat,Domestic Medium Hair Mix,Black,Baby,Deceased,Stray,Injured,Intact Male,2 months,Medical,Intact Male
A664487,2013-10-04,2013-10-09,Chris Angel,Cat,Domestic Shorthair Mix,Orange,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A797898,2019-06-19,2019-08-03,Capt Graham Cracker,Cat,Domestic Shorthair,Mixed,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A792993,2019-04-18,2019-04-23,Tuffy,Dog,Great Pyrenees Mix,White,Young,Transferred,Stray,Normal,Neutered Male,2 years,Partner,Neutered Male
A666723,2015-04-07,2015-04-15,Krypto,Dog,Miniature Poodle Mix,White,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,4 years,NA,Neutered Male
A805091,2019-09-22,2019-09-23,Cesar,Dog,Pit Bull,Mixed,Adult,Returned to Owner,Stray,Normal,Neutered Male,7 years,NA,Neutered Male
A700733,2015-04-18,2015-04-19,N/A,Other,Bat,Black,Baby,Deceased,Wildlife,Normal,Unknown,4 weeks,Rabies Risk,Unknown
A740569,2016-12-19,2016-12-30,Miley,Dog,Pit Bull Mix,White,Adult,Returned to Owner,Public Assist,Injured,Spayed Female,5 years,NA,Spayed Female
A693412,2014-12-07,2014-12-13,N/A,Dog,Catahoula Mix,Mixed,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A788731,2019-02-26,2019-03-09,Teddy,Dog,Rottweiler Mix,Black,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A665842,2013-10-23,2013-11-29,Minnie,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Owner Surrender,Normal,Intact Female,4 months,NA,Spayed Female
A800731,2019-07-25,2019-09-15,Mouse,Cat,Domestic Shorthair,Mixed,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A803111,2019-08-27,2019-09-21,Athena,Cat,Domestic Shorthair,Mixed,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Intact Female
A790748,2019-05-27,2019-03-29,Buzz,Dog,Labrador Retriever Mix,Black,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A724676,2016-04-20,2016-05-31,Zoey,Dog,Black/Tan Hound Mix,Black,Young,Adopted,Owner Surrender,Normal,Intact Female,2 years,NA,Spayed Female
A747442,2017-04-19,2017-04-19,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Nursing,Intact Female,3 weeks,Partner,Intact Female
A796014,2019-05-27,2019-06-05,Spirit,Cat,Domestic Shorthair,Black,Baby,Adopted,Owner Surrender,Normal,Neutered Male,10 months,NA,Neutered Male
A751569,2017-06-09,2017-06-19,Ebzy,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Intact Female
A690655,2014-10-23,2015-02-17,Trooper,Dog,Australian Cattle Dog Mix,Mixed,Young,Adopted,Stray,Normal,Intact Male,2 years,Foster,Neutered Male
A752255,2017-06-20,2017-06-24,N/A,Cat,Domestic Shorthair Mix,Cream,Young,Transferred,Stray,Normal,Intact Male,1 year,Snr,Neutered Male
A716223,2015-11-16,2015-11-17,Alice,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Stray,Sick,Intact Female,3 weeks,Partner,Intact Female
A808613,2019-11-11,NA,Elu,Cat,American Shorthair,Mixed,N/A,In Shelter,Owner Surrender,Normal,Neutered Male,3 years,NA,NA
A683285,2014-07-08,2014-07-12,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A734423,2016-09-06,2016-09-12,Tee Nine E,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,3 weeks,Partner,Intact Female
A756966,2019-02-06,2019-05-01,Chance,Dog,Labrador Retriever Mix,Black,Baby,Adopted,Stray,Normal,Neutered Male,10 years,Foster,Neutered Male
A704699,2015-06-08,2015-08-22,Romie,Dog,Labrador Retriever Mix,Black,Adult,Adopted,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A772902,2018-05-24,2018-05-28,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A701558,2016-05-25,2016-05-28,Cassidy,Dog,Pit Bull Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A768358,2018-03-17,2018-03-17,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A810904,2019-12-22,2019-12-28,N/A,Dog,Pomeranian,White,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A669702,2013-12-26,2013-12-30,Ace,Dog,Miniature Poodle Mix,White,Young,Adopted,Stray,Injured,Intact Male,1 year,NA,Neutered Male
A778661,2018-08-18,2018-08-22,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A810177,2019-12-08,2019-12-27,N/A,Cat,Domestic Longhair,Black,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A704652,2015-06-07,2015-06-07,N/A,Other,Opossum,Pink,Baby,Transferred,Wildlife,Normal,Unknown,1 day,Partner,Unknown
A665080,2013-10-13,2013-10-17,N/A,Dog,Border Collie Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,4 months,Partner,Neutered Male
A794339,2019-05-07,2019-05-08,N/A,Other,Fox,Red,Young,Deceased,Wildlife,Sick,Unknown,1 year,Suffering,Unknown
A778085,2018-08-08,2018-08-11,N/A,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,1 year,Snr,Intact Female
A778140,2018-08-09,2018-08-09,N/A,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A677225,2014-04-21,2014-04-26,N/A,Dog,Bull Terrier,White,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Spayed Female
A745993,2017-03-27,2017-03-31,Yolanda,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 month,NA,Spayed Female
A669744,2013-12-26,2013-12-30,N/A,Dog,Miniature Schnauzer Mix,Gray,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A681236,2014-06-14,2014-06-18,Zeus,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A730736,2017-05-22,2017-05-26,Teddy,Dog,Australian Cattle Dog Mix,Cream,Young,Adopted,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A749295,2017-05-13,2017-05-26,Marmalade,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Spayed Female
A773049,2018-05-26,2018-07-20,Scooby,Dog,Rhod Ridgeback Mix,Cream,Young,Adopted,Public Assist,Normal,Neutered Male,1 year,NA,Neutered Male
A782817,2018-10-21,2018-10-21,N/A,Dog,Boxer Mix,White,Baby,Transferred,Stray,Sick,Intact Female,1 day,Partner,Intact Female
A711113,2015-09-02,2015-09-02,N/A,Cat,Domestic Medium Hair Mix,Gray,Baby,Transferred,Stray,Normal,Intact Male,3 weeks,Partner,Intact Male
A807893,2019-10-31,2019-12-07,Sadie Rose,Dog,German Shepherd/Labrador Retriever,Black,Baby,Adopted,Stray,Nursing,Intact Female,4 weeks,Foster,Spayed Female
A657347,2014-09-05,2014-09-14,Sasha,Cat,Domestic Shorthair Mix,White,Young,Returned to Owner,Public Assist,Normal,Spayed Female,1 year,NA,Spayed Female
A713609,2015-10-09,2015-10-09,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A802786,2019-08-22,2019-08-23,N/A,Dog,Chihuahua Shorthair,Black,Baby,Transferred,Stray,Injured,Intact Male,1 month,Partner,Intact Male
A678572,2014-05-10,2014-06-29,Bernie,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,Offsite,Neutered Male
A786145,2018-12-17,2018-12-21,N/A,Cat,Domestic Longhair Mix,Gray,Young,Transferred,Stray,Normal,Intact Female,1 year,Snr,Intact Female
A728943,2016-06-11,2016-06-14,Tia,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Owner Surrender,Normal,Intact Female,2 months,NA,Spayed Female
A696952,2015-02-15,2015-02-21,Fern,Dog,Black/Tan Hound Mix,Black,Young,Returned to Owner,Stray,Normal,Spayed Female,2 years,NA,Spayed Female
A789424,2019-02-21,2019-03-01,Ocean,Dog,Labrador Retriever/Catahoula,Black,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Intact Male
A795405,2019-05-20,2019-05-25,Appa,Dog,Mastiff Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A696976,2015-02-15,2015-05-22,Butterfly,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Spayed Female,10 years,NA,Spayed Female
A721145,2016-02-22,2016-03-09,Mama,Cat,Domestic Longhair Mix,Mixed,Adult,Adopted,Owner Surrender,Normal,Spayed Female,4 years,NA,Spayed Female
A692958,2014-11-29,2014-11-29,N/A,Dog,Chihuahua Shorthair Mix,White,Baby,Transferred,Owner Surrender,Normal,Intact Female,2 months,Partner,Intact Female
A538342,2015-10-31,2015-11-27,Pumpkin,Dog,Chihuahua Shorthair Mix,Red,Adult,Adopted,Stray,Injured,Intact Female,8 years,NA,Spayed Female
A801338,2019-08-02,2019-08-06,N/A,Dog,Pug/Beagle,Cream,Adult,Transferred,Stray,Normal,Intact Male,5 years,Partner,Neutered Male
A775593,2018-07-02,2018-07-11,N/A,Dog,Cardigan Welsh Corgi Mix,Cream,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Intact Female
A682248,2014-06-26,2014-07-08,N/A,Dog,Pit Bull Mix,White,Young,Deceased,Stray,Normal,Intact Male,2 years,Aggressive,Intact Male
A722093,2016-03-10,2016-03-14,Popis,Cat,Siamese Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Intact Female
A781083,2018-09-24,2018-09-28,N/A,Dog,German Shepherd,White,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A738866,2016-11-23,2016-12-02,Yoda,Dog,Chihuahua Shorthair Mix,Black,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,4 years,NA,Neutered Male
A782818,2018-10-21,2018-10-21,N/A,Dog,Boxer Mix,White,Baby,Transferred,Stray,Sick,Intact Male,1 day,Partner,Intact Male
A663964,2018-05-07,2018-05-31,Mr. Jones,Dog,Boxer Mix,Cream,Adult,Transferred,Owner Surrender,Normal,Neutered Male,4 years,Partner,Neutered Male
A669847,2013-12-28,2013-12-29,N/A,Cat,Snowshoe Mix,White,Baby,Adopted,Owner Surrender,Normal,Intact Male,2 months,NA,Neutered Male
A769544,2018-04-06,2018-04-10,N/A,Dog,Chinese Sharpei/Labrador Retriever,Brown,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A796834,2019-06-05,2019-08-02,Pretty Girl,Cat,Domestic Shorthair,Cream,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,NA,Spayed Female
A762800,2017-11-27,2018-02-09,Hilda,Dog,Labrador Retriever Mix,Black,Adult,Adopted,Stray,Normal,Spayed Female,6 years,Foster,Spayed Female
A792185,2019-04-07,2019-04-12,N/A,Dog,Labrador Retriever/Great Pyrenees,Brown,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Spayed Female
A806973,2019-10-19,2019-10-25,Merlin,Dog,Labrador Retriever,White,Baby,Adopted,Stray,Normal,Intact Male,8 months,NA,Neutered Male
A628086,2014-09-11,2014-09-14,Baby,Dog,Pit Bull Mix,Black,Adult,Returned to Owner,Stray,Normal,Spayed Female,5 years,NA,Spayed Female
A742508,2017-01-22,2017-01-23,Zoey,Dog,Pit Bull Mix,Gray,Young,Returned to Owner,Stray,Normal,Intact Female,1 year,NA,Intact Female
A642622,2015-12-30,2015-12-30,Brittney,Dog,Miniature Poodle/Lhasa Apso,Cream,Adult,Returned to Owner,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A800079,2019-07-16,2019-11-07,Killarney,Cat,Domestic Shorthair,Orange,Baby,Adopted,Stray,Injured,Intact Male,5 months,NA,Neutered Male
A803104,2019-08-27,2019-08-27,N/A,Cat,Domestic Shorthair,Gray,Baby,Transferred,Stray,Normal,Intact Male,2 weeks,Partner,Intact Male
A793665,2019-04-28,2019-05-03,Amigo,Dog,Shih Tzu Mix,White,Adult,Returned to Owner,Stray,Normal,Intact Male,7 years,NA,Intact Male
A678120,2014-05-04,2014-06-11,Mica,Cat,Domestic Medium Hair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,Foster,Neutered Male
